,Event,Object,Seed,Hit
596,23,sgr,75161926,"(0, 0.0)"
597,23,grs,75161926,"(0, 0.0)"
598,23,ss,75161926,"(41, 0.041)"
599,23,ngc_cords,75161926,"(14, 0.014)"
600,23,sgr,633507662,"(0, 0.0)"
601,23,grs,633507662,"(0, 0.0)"
602,23,ss,633507662,"(0, 0.0)"
603,23,ngc_cords,633507662,"(132, 0.132)"
604,30,sgr,891205694,"(0, 0.0)"
605,30,grs,891205694,"(0, 0.0)"
606,30,ss,891205694,"(0, 0.0)"
607,30,ngc_cords,891205694,"(0, 0.0)"
608,22,sgr,697932170,"(0, 0.0)"
609,22,grs,697932170,"(0, 0.0)"
610,22,ss,697932170,"(0, 0.0)"
611,22,ngc_cords,697932170,"(0, 0.0)"
612,30,sgr,773094096,"(77, 0.077)"
613,30,grs,773094096,"(44, 0.044044044044044044)"
614,30,ss,773094096,"(18, 0.018)"
615,30,ngc_cords,773094096,"(0, 0.0)"
616,23,sgr,161061270,"(0, 0.0)"
617,23,grs,161061270,"(0, 0.0)"
618,23,ss,161061270,"(0, 0.0)"
619,23,ngc_cords,161061270,"(0, 0.0)"
620,30,sgr,880468276,"(3, 0.003)"
621,30,grs,880468276,"(0, 0.0)"
622,30,ss,880468276,"(43, 0.043)"
623,30,ngc_cords,880468276,"(0, 0.0)"
624,30,sgr,32212254,"(0, 0.0)"
625,30,grs,32212254,"(0, 0.0)"
626,30,ss,32212254,"(0, 0.0)"
627,30,ngc_cords,32212254,"(0, 0.0)"
628,22,sgr,794568932,"(0, 0.0)"
629,22,grs,794568932,"(0, 0.0)"
630,22,ss,794568932,"(0, 0.0)"
631,22,ngc_cords,794568932,"(36, 0.036)"
632,23,sgr,891205694,"(0, 0.0)"
633,23,grs,891205694,"(0, 0.0)"
634,23,ss,891205694,"(0, 0.0)"
635,23,ngc_cords,891205694,"(0, 0.0)"
636,23,sgr,408021884,"(0, 0.0)"
637,23,grs,408021884,"(0, 0.0)"
638,23,ss,408021884,"(0, 0.0)"
639,23,ngc_cords,408021884,"(0, 0.0)"
640,23,sgr,601295408,"(0, 0.0)"
641,23,grs,601295408,"(0, 0.0)"
642,23,ss,601295408,"(0, 0.0)"
643,23,ngc_cords,601295408,"(0, 0.0)"
644,30,sgr,515396064,"(0, 0.0)"
645,30,grs,515396064,"(0, 0.0)"
646,30,ss,515396064,"(0, 0.0)"
647,30,ngc_cords,515396064,"(0, 0.0)"
648,22,sgr,21474836,"(1, 0.001)"
649,22,grs,21474836,"(3, 0.003)"
650,22,ss,21474836,"(0, 0.0)"
651,22,ngc_cords,21474836,"(11, 0.011)"
652,30,sgr,740881842,"(0, 0.0)"
653,30,grs,740881842,"(0, 0.0)"
654,30,ss,740881842,"(82, 0.082)"
655,30,ngc_cords,740881842,"(17, 0.017)"
656,23,sgr,697932170,"(1, 0.001)"
657,23,grs,697932170,"(10, 0.01)"
658,23,ss,697932170,"(34, 0.034)"
659,23,ngc_cords,697932170,"(5, 0.005)"
660,30,sgr,558345736,"(0, 0.0)"
661,30,grs,558345736,"(0, 0.0)"
662,30,ss,558345736,"(0, 0.0)"
663,30,ngc_cords,558345736,"(0, 0.0)"
664,22,sgr,805306350,"(0, 0.0)"
665,22,grs,805306350,"(0, 0.0)"
666,22,ss,805306350,"(0, 0.0)"
667,22,ngc_cords,805306350,"(7, 0.007)"
668,30,sgr,912680530,"(0, 0.0)"
669,30,grs,912680530,"(0, 0.0)"
670,30,ss,912680530,"(0, 0.0)"
671,30,ngc_cords,912680530,"(0, 0.0)"
672,22,sgr,869730858,"(0, 0.0)"
673,22,grs,869730858,"(1, 0.001)"
674,22,ss,869730858,"(0, 0.0)"
675,22,ngc_cords,869730858,"(0, 0.0)"
676,23,sgr,837518604,"(30, 0.03)"
677,23,grs,837518604,"(15, 0.015)"
678,23,ss,837518604,"(129, 0.129)"
679,23,ngc_cords,837518604,"(0, 0.0)"
680,23,sgr,740881842,"(85, 0.085)"
681,23,grs,740881842,"(3, 0.003)"
682,23,ss,740881842,"(262, 0.262)"
683,23,ngc_cords,740881842,"(0, 0.0)"
684,23,sgr,569083154,"(0, 0.0)"
685,23,grs,569083154,"(0, 0.0)"
686,23,ss,569083154,"(0, 0.0)"
687,23,ngc_cords,569083154,"(0, 0.0)"
688,30,sgr,408021884,"(0, 0.0)"
689,30,grs,408021884,"(0, 0.0)"
690,30,ss,408021884,"(0, 0.0)"
691,30,ngc_cords,408021884,"(0, 0.0)"
692,22,sgr,429496720,"(0, 0.0)"
693,22,grs,429496720,"(0, 0.0)"
694,22,ss,429496720,"(0, 0.0)"
695,22,ngc_cords,429496720,"(7, 0.007)"
696,22,sgr,289910286,"(0, 0.0)"
697,22,grs,289910286,"(0, 0.0)"
698,22,ss,289910286,"(0, 0.0)"
699,22,ngc_cords,289910286,"(0, 0.0)"
700,30,sgr,590557990,"(0, 0.0)"
701,30,grs,590557990,"(0, 0.0)"
702,30,ss,590557990,"(372, 0.372)"
703,30,ngc_cords,590557990,"(0, 0.0)"
704,23,sgr,214748360,"(12, 0.012)"
705,23,grs,214748360,"(6, 0.006)"
706,23,ss,214748360,"(178, 0.178)"
707,23,ngc_cords,214748360,"(0, 0.0)"
708,30,sgr,257698032,"(0, 0.0)"
709,30,grs,257698032,"(0, 0.0)"
710,30,ss,257698032,"(0, 0.0)"
711,30,ngc_cords,257698032,"(0, 0.0)"
712,22,sgr,730144424,"(0, 0.0)"
713,22,grs,730144424,"(0, 0.0)"
714,22,ss,730144424,"(0, 0.0)"
715,22,ngc_cords,730144424,"(0, 0.0)"
716,30,sgr,783831514,"(0, 0.0)"
717,30,grs,783831514,"(0, 0.0)"
718,30,ss,783831514,"(0, 0.0)"
719,30,ngc_cords,783831514,"(0, 0.0)"
720,30,sgr,322122540,"(0, 0.0)"
721,30,grs,322122540,"(0, 0.0)"
722,30,ss,322122540,"(0, 0.0)"
723,30,ngc_cords,322122540,"(0, 0.0)"
724,23,sgr,354334794,"(98, 0.098)"
725,23,grs,354334794,"(49, 0.049)"
726,23,ss,354334794,"(41, 0.041)"
727,23,ngc_cords,354334794,"(0, 0.0)"
728,30,sgr,10737418,"(0, 0.0)"
729,30,grs,10737418,"(0, 0.0)"
730,30,ss,10737418,"(0, 0.0)"
731,30,ngc_cords,10737418,"(0, 0.0)"
732,30,sgr,622770244,"(0, 0.0)"
733,30,grs,622770244,"(0, 0.0)"
734,30,ss,622770244,"(0, 0.0)"
735,30,ngc_cords,622770244,"(0, 0.0)"
736,22,sgr,53687090,"(0, 0.0)"
737,22,grs,53687090,"(0, 0.0)"
738,22,ss,53687090,"(0, 0.0)"
739,22,ngc_cords,53687090,"(0, 0.0)"
740,22,sgr,526133482,"(12, 0.012)"
741,22,grs,526133482,"(25, 0.025)"
742,22,ss,526133482,"(0, 0.0)"
743,22,ngc_cords,526133482,"(0, 0.0)"
744,30,sgr,0,"(45, 0.045)"
745,30,grs,0,"(78, 0.078)"
746,30,ss,0,"(23, 0.023)"
747,30,ngc_cords,0,"(0, 0.0)"
748,22,sgr,225485778,"(0, 0.0)"
749,22,grs,225485778,"(0, 0.0)"
750,22,ss,225485778,"(0, 0.0)"
751,22,ngc_cords,225485778,"(0, 0.0)"
752,23,sgr,805306350,"(0, 0.0)"
753,23,grs,805306350,"(0, 0.0)"
754,23,ss,805306350,"(0, 0.0)"
755,23,ngc_cords,805306350,"(59, 0.059)"
756,23,sgr,826781186,"(15, 0.015)"
757,23,grs,826781186,"(0, 0.0)"
758,23,ss,826781186,"(2, 0.002)"
759,23,ngc_cords,826781186,"(6, 0.006)"
760,23,sgr,1030792128,"(0, 0.0)"
761,23,grs,1030792128,"(0, 0.0)"
762,23,ss,1030792128,"(0, 0.0)"
763,23,ngc_cords,1030792128,"(5, 0.005005005005005005)"
764,30,sgr,365072212,"(0, 0.0)"
765,30,grs,365072212,"(0, 0.0)"
766,30,ss,365072212,"(0, 0.0)"
767,30,ngc_cords,365072212,"(0, 0.0)"
768,30,sgr,644245080,"(0, 0.0)"
769,30,grs,644245080,"(0, 0.0)"
770,30,ss,644245080,"(0, 0.0)"
771,30,ngc_cords,644245080,"(0, 0.0)"
772,30,sgr,654982498,"(0, 0.0)"
773,30,grs,654982498,"(0, 0.0)"
774,30,ss,654982498,"(0, 0.0)"
775,30,ngc_cords,654982498,"(0, 0.0)"
776,22,sgr,826781186,"(0, 0.0)"
777,22,grs,826781186,"(0, 0.0)"
778,22,ss,826781186,"(0, 0.0)"
779,22,ngc_cords,826781186,"(0, 0.0)"
780,22,sgr,343597376,"(0, 0.0)"
781,22,grs,343597376,"(0, 0.0)"
782,22,ss,343597376,"(0, 0.0)"
783,22,ngc_cords,343597376,"(0, 0.0)"
784,30,sgr,450971556,"(0, 0.0)"
785,30,grs,450971556,"(0, 0.0)"
786,30,ss,450971556,"(0, 0.0)"
787,30,ngc_cords,450971556,"(0, 0.0)"
788,22,sgr,311385122,"(0, 0.0)"
789,22,grs,311385122,"(0, 0.0)"
790,22,ss,311385122,"(0, 0.0)"
791,22,ngc_cords,311385122,"(0, 0.0)"
792,22,sgr,912680530,"(0, 0.0)"
793,22,grs,912680530,"(0, 0.0)"
794,22,ss,912680530,"(0, 0.0)"
795,22,ngc_cords,912680530,"(0, 0.0)"
796,30,sgr,601295408,"(0, 0.0)"
797,30,grs,601295408,"(0, 0.0)"
798,30,ss,601295408,"(0, 0.0)"
799,30,ngc_cords,601295408,"(0, 0.0)"
800,22,sgr,816043768,"(0, 0.0)"
801,22,grs,816043768,"(0, 0.0)"
802,22,ss,816043768,"(0, 0.0)"
803,22,ngc_cords,816043768,"(13, 0.013)"
804,23,sgr,461708974,"(0, 0.0)"
805,23,grs,461708974,"(0, 0.0)"
806,23,ss,461708974,"(0, 0.0)"
807,23,ngc_cords,461708974,"(2, 0.002)"
808,23,sgr,289910286,"(0, 0.0)"
809,23,grs,289910286,"(0, 0.0)"
810,23,ss,289910286,"(0, 0.0)"
811,23,ngc_cords,289910286,"(6, 0.006)"
812,23,sgr,440234138,"(3, 0.003)"
813,23,grs,440234138,"(0, 0.0)"
814,23,ss,440234138,"(0, 0.0)"
815,23,ngc_cords,440234138,"(0, 0.0)"
816,23,sgr,654982498,"(0, 0.0)"
817,23,grs,654982498,"(0, 0.0)"
818,23,ss,654982498,"(0, 0.0)"
819,23,ngc_cords,654982498,"(0, 0.0)"
820,30,sgr,944892784,"(0, 0.0)"
821,30,grs,944892784,"(0, 0.0)"
822,30,ss,944892784,"(0, 0.0)"
823,30,ngc_cords,944892784,"(0, 0.0)"
824,30,sgr,386547048,"(0, 0.0)"
825,30,grs,386547048,"(0, 0.0)"
826,30,ss,386547048,"(0, 0.0)"
827,30,ngc_cords,386547048,"(0, 0.0)"
828,22,sgr,515396064,"(6, 0.006)"
829,22,grs,515396064,"(0, 0.0)"
830,22,ss,515396064,"(0, 0.0)"
831,22,ngc_cords,515396064,"(4, 0.004)"
832,22,sgr,966367620,"(0, 0.0)"
833,22,grs,966367620,"(0, 0.0)"
834,22,ss,966367620,"(0, 0.0)"
835,22,ngc_cords,966367620,"(0, 0.0)"
836,30,sgr,21474836,"(0, 0.0)"
837,30,grs,21474836,"(4, 0.004004004004004004)"
838,30,ss,21474836,"(0, 0.0)"
839,30,ngc_cords,21474836,"(0, 0.0)"
840,23,sgr,687194752,"(0, 0.0)"
841,23,grs,687194752,"(0, 0.0)"
842,23,ss,687194752,"(0, 0.0)"
843,23,ngc_cords,687194752,"(1, 0.001)"
844,22,sgr,762356678,"(0, 0.0)"
845,22,grs,762356678,"(0, 0.0)"
846,22,ss,762356678,"(0, 0.0)"
847,22,ngc_cords,762356678,"(0, 0.0)"
848,23,sgr,32212254,"(0, 0.0)"
849,23,grs,32212254,"(0, 0.0)"
850,23,ss,32212254,"(0, 0.0)"
851,23,ngc_cords,32212254,"(0, 0.0)"
852,23,sgr,1073741800,"(2, 0.002)"
853,23,grs,1073741800,"(0, 0.0)"
854,23,ss,1073741800,"(61, 0.061)"
855,23,ngc_cords,1073741800,"(15, 0.015)"
856,22,sgr,193273524,"(0, 0.0)"
857,22,grs,193273524,"(0, 0.0)"
858,22,ss,193273524,"(0, 0.0)"
859,22,ngc_cords,193273524,"(3, 0.003)"
860,22,sgr,0,"(0, 0.0)"
861,22,grs,0,"(0, 0.0)"
862,22,ss,0,"(0, 0.0)"
863,22,ngc_cords,0,"(0, 0.0)"
864,22,sgr,998579874,"(0, 0.0)"
865,22,grs,998579874,"(0, 0.0)"
866,22,ss,998579874,"(0, 0.0)"
867,22,ngc_cords,998579874,"(1, 0.001)"
868,22,sgr,375809630,"(0, 0.0)"
869,22,grs,375809630,"(0, 0.0)"
870,22,ss,375809630,"(0, 0.0)"
871,22,ngc_cords,375809630,"(3, 0.003)"
872,23,sgr,622770244,"(0, 0.0)"
873,23,grs,622770244,"(0, 0.0)"
874,23,ss,622770244,"(0, 0.0)"
875,23,ngc_cords,622770244,"(0, 0.0)"
876,30,sgr,128849016,"(10, 0.01)"
877,30,grs,128849016,"(199, 0.199)"
878,30,ss,128849016,"(464, 0.464)"
879,30,ngc_cords,128849016,"(0, 0.0)"
880,22,sgr,472446392,"(0, 0.0)"
881,22,grs,472446392,"(0, 0.0)"
882,22,ss,472446392,"(0, 0.0)"
883,22,ngc_cords,472446392,"(0, 0.0)"
884,22,sgr,504658646,"(0, 0.0)"
885,22,grs,504658646,"(0, 0.0)"
886,22,ss,504658646,"(0, 0.0)"
887,22,ngc_cords,504658646,"(0, 0.0)"
888,30,sgr,118111598,"(0, 0.0)"
889,30,grs,118111598,"(0, 0.0)"
890,30,ss,118111598,"(0, 0.0)"
891,30,ngc_cords,118111598,"(0, 0.0)"
892,30,sgr,1063004382,"(0, 0.0)"
893,30,grs,1063004382,"(0, 0.0)"
894,30,ss,1063004382,"(0, 0.0)"
895,30,ngc_cords,1063004382,"(0, 0.0)"
896,22,sgr,708669588,"(17, 0.017)"
897,22,grs,708669588,"(5, 0.005)"
898,22,ss,708669588,"(18, 0.018)"
899,22,ngc_cords,708669588,"(0, 0.0)"
900,22,sgr,622770244,"(0, 0.0)"
901,22,grs,622770244,"(0, 0.0)"
902,22,ss,622770244,"(0, 0.0)"
903,22,ngc_cords,622770244,"(61, 0.061)"
904,30,sgr,96636762,"(0, 0.0)"
905,30,grs,96636762,"(0, 0.0)"
906,30,ss,96636762,"(0, 0.0)"
907,30,ngc_cords,96636762,"(143, 0.143)"
908,23,sgr,343597376,"(0, 0.0)"
909,23,grs,343597376,"(0, 0.0)"
910,23,ss,343597376,"(0, 0.0)"
911,23,ngc_cords,343597376,"(0, 0.0)"
912,22,sgr,1073741800,"(0, 0.0)"
913,22,grs,1073741800,"(0, 0.0)"
914,22,ss,1073741800,"(0, 0.0)"
915,22,ngc_cords,1073741800,"(0, 0.0)"
916,23,sgr,912680530,"(0, 0.0)"
917,23,grs,912680530,"(0, 0.0)"
918,23,ss,912680530,"(0, 0.0)"
919,23,ngc_cords,912680530,"(3, 0.003)"
920,22,sgr,332859958,"(0, 0.0)"
921,22,grs,332859958,"(0, 0.0)"
922,22,ss,332859958,"(0, 0.0)"
923,22,ngc_cords,332859958,"(0, 0.0)"
924,22,sgr,171798688,"(0, 0.0)"
925,22,grs,171798688,"(0, 0.0)"
926,22,ss,171798688,"(0, 0.0)"
927,22,ngc_cords,171798688,"(0, 0.0)"
928,23,sgr,375809630,"(0, 0.0)"
929,23,grs,375809630,"(0, 0.0)"
930,23,ss,375809630,"(0, 0.0)"
931,23,ngc_cords,375809630,"(16, 0.016)"
932,23,sgr,848256022,"(0, 0.0)"
933,23,grs,848256022,"(0, 0.0)"
934,23,ss,848256022,"(0, 0.0)"
935,23,ngc_cords,848256022,"(6, 0.006)"
936,30,sgr,966367620,"(0, 0.0)"
937,30,grs,966367620,"(0, 0.0)"
938,30,ss,966367620,"(115, 0.115)"
939,30,ngc_cords,966367620,"(0, 0.0)"
940,22,sgr,536870900,"(0, 0.0)"
941,22,grs,536870900,"(0, 0.0)"
942,22,ss,536870900,"(0, 0.0)"
943,22,ngc_cords,536870900,"(0, 0.0)"
944,30,sgr,42949672,"(0, 0.0)"
945,30,grs,42949672,"(0, 0.0)"
946,30,ss,42949672,"(0, 0.0)"
947,30,ngc_cords,42949672,"(0, 0.0)"
948,22,sgr,461708974,"(0, 0.0)"
949,22,grs,461708974,"(1, 0.001)"
950,22,ss,461708974,"(0, 0.0)"
951,22,ngc_cords,461708974,"(0, 0.0)"
952,22,sgr,354334794,"(214, 0.214)"
953,22,grs,354334794,"(76, 0.076)"
954,22,ss,354334794,"(0, 0.0)"
955,22,ngc_cords,354334794,"(0, 0.0)"
956,22,sgr,955630202,"(0, 0.0)"
957,22,grs,955630202,"(0, 0.0)"
958,22,ss,955630202,"(0, 0.0)"
959,22,ngc_cords,955630202,"(0, 0.0)"
960,23,sgr,923417948,"(1, 0.001)"
961,23,grs,923417948,"(0, 0.0)"
962,23,ss,923417948,"(0, 0.0)"
963,23,ngc_cords,923417948,"(0, 0.0)"
964,23,sgr,751619260,"(90, 0.09)"
965,23,grs,751619260,"(94, 0.094)"
966,23,ss,751619260,"(0, 0.0)"
967,23,ngc_cords,751619260,"(0, 0.0)"
968,30,sgr,204010942,"(0, 0.0)"
969,30,grs,204010942,"(0, 0.0)"
970,30,ss,204010942,"(0, 0.0)"
971,30,ngc_cords,204010942,"(0, 0.0)"
972,30,sgr,171798688,"(0, 0.0)"
973,30,grs,171798688,"(0, 0.0)"
974,30,ss,171798688,"(0, 0.0)"
975,30,ngc_cords,171798688,"(0, 0.0)"
976,30,sgr,1009317292,"(16, 0.016)"
977,30,grs,1009317292,"(0, 0.0)"
978,30,ss,1009317292,"(147, 0.147)"
979,30,ngc_cords,1009317292,"(0, 0.0)"
980,22,sgr,773094096,"(0, 0.0)"
981,22,grs,773094096,"(0, 0.0)"
982,22,ss,773094096,"(0, 0.0)"
983,22,ngc_cords,773094096,"(0, 0.0)"
984,22,sgr,75161926,"(124, 0.124)"
985,22,grs,75161926,"(33, 0.033)"
986,22,ss,75161926,"(268, 0.268)"
987,22,ngc_cords,75161926,"(0, 0.0)"
988,22,sgr,687194752,"(0, 0.0)"
989,22,grs,687194752,"(0, 0.0)"
990,22,ss,687194752,"(0, 0.0)"
991,22,ngc_cords,687194752,"(38, 0.038)"
992,22,sgr,1020054710,"(0, 0.0)"
993,22,grs,1020054710,"(0, 0.0)"
994,22,ss,1020054710,"(0, 0.0)"
995,22,ngc_cords,1020054710,"(17, 0.017)"
996,23,sgr,547608318,"(0, 0.0)"
997,23,grs,547608318,"(0, 0.0)"
998,23,ss,547608318,"(0, 0.0)"
999,23,ngc_cords,547608318,"(0, 0.0)"
1000,23,sgr,386547048,"(0, 0.0)"
1001,23,grs,386547048,"(0, 0.0)"
1002,23,ss,386547048,"(0, 0.0)"
1003,23,ngc_cords,386547048,"(0, 0.0)"
1004,23,sgr,118111598,"(0, 0.0)"
1005,23,grs,118111598,"(0, 0.0)"
1006,23,ss,118111598,"(0, 0.0)"
1007,23,ngc_cords,118111598,"(1, 0.001)"
1008,30,sgr,579820572,"(0, 0.0)"
1009,30,grs,579820572,"(0, 0.0)"
1010,30,ss,579820572,"(0, 0.0)"
1011,30,ngc_cords,579820572,"(0, 0.0)"
1012,22,sgr,161061270,"(0, 0.0)"
1013,22,grs,161061270,"(0, 0.0)"
1014,22,ss,161061270,"(0, 0.0)"
1015,22,ngc_cords,161061270,"(18, 0.018)"
1016,30,sgr,375809630,"(0, 0.0)"
1017,30,grs,375809630,"(0, 0.0)"
1018,30,ss,375809630,"(0, 0.0)"
1019,30,ngc_cords,375809630,"(0, 0.0)"
1020,22,sgr,1009317292,"(0, 0.0)"
1021,22,grs,1009317292,"(0, 0.0)"
1022,22,ss,1009317292,"(0, 0.0)"
1023,22,ngc_cords,1009317292,"(0, 0.0)"
1024,30,sgr,826781186,"(0, 0.0)"
1025,30,grs,826781186,"(0, 0.0)"
1026,30,ss,826781186,"(0, 0.0)"
1027,30,ngc_cords,826781186,"(0, 0.0)"
1028,22,sgr,1063004382,"(7, 0.007)"
1029,22,grs,1063004382,"(0, 0.0)"
1030,22,ss,1063004382,"(0, 0.0)"
1031,22,ngc_cords,1063004382,"(188, 0.188)"
1032,23,sgr,300647704,"(1, 0.001)"
1033,23,grs,300647704,"(1, 0.001)"
1034,23,ss,300647704,"(1, 0.001)"
1035,23,ngc_cords,300647704,"(2, 0.002)"
1036,23,sgr,85899344,"(0, 0.0)"
1037,23,grs,85899344,"(5, 0.005)"
1038,23,ss,85899344,"(0, 0.0)"
1039,23,ngc_cords,85899344,"(0, 0.0)"
1040,23,sgr,483183810,"(0, 0.0)"
1041,23,grs,483183810,"(0, 0.0)"
1042,23,ss,483183810,"(0, 0.0)"
1043,23,ngc_cords,483183810,"(0, 0.0)"
1044,22,sgr,665719916,"(0, 0.0)"
1045,22,grs,665719916,"(0, 0.0)"
1046,22,ss,665719916,"(0, 0.0)"
1047,22,ngc_cords,665719916,"(0, 0.0)"
1048,23,sgr,472446392,"(0, 0.0)"
1049,23,grs,472446392,"(0, 0.0)"
1050,23,ss,472446392,"(0, 0.0)"
1051,23,ngc_cords,472446392,"(0, 0.0)"
1052,22,sgr,268435450,"(0, 0.0)"
1053,22,grs,268435450,"(0, 0.0)"
1054,22,ss,268435450,"(0, 0.0)"
1055,22,ngc_cords,268435450,"(0, 0.0)"
1056,22,sgr,96636762,"(0, 0.0)"
1057,22,grs,96636762,"(0, 0.0)"
1058,22,ss,96636762,"(0, 0.0)"
1059,22,ngc_cords,96636762,"(2, 0.002)"
1060,30,sgr,762356678,"(5, 0.005)"
1061,30,grs,762356678,"(1, 0.001)"
1062,30,ss,762356678,"(0, 0.0)"
1063,30,ngc_cords,762356678,"(0, 0.0)"
1064,30,sgr,493921228,"(0, 0.0)"
1065,30,grs,493921228,"(0, 0.0)"
1066,30,ss,493921228,"(0, 0.0)"
1067,30,ngc_cords,493921228,"(0, 0.0)"
1068,23,sgr,526133482,"(0, 0.0)"
1069,23,grs,526133482,"(0, 0.0)"
1070,23,ss,526133482,"(0, 0.0)"
1071,23,ngc_cords,526133482,"(0, 0.0)"
1072,23,sgr,783831514,"(1, 0.001)"
1073,23,grs,783831514,"(0, 0.0)"
1074,23,ss,783831514,"(0, 0.0)"
1075,23,ngc_cords,783831514,"(0, 0.0)"
1076,23,sgr,171798688,"(0, 0.0)"
1077,23,grs,171798688,"(0, 0.0)"
1078,23,ss,171798688,"(0, 0.0)"
1079,23,ngc_cords,171798688,"(157, 0.157)"
1080,30,sgr,837518604,"(0, 0.0)"
1081,30,grs,837518604,"(0, 0.0)"
1082,30,ss,837518604,"(0, 0.0)"
1083,30,ngc_cords,837518604,"(0, 0.0)"
1084,22,sgr,934155366,"(0, 0.0)"
1085,22,grs,934155366,"(0, 0.0)"
1086,22,ss,934155366,"(0, 0.0)"
1087,22,ngc_cords,934155366,"(150, 0.15)"
1088,22,sgr,150323852,"(0, 0.0)"
1089,22,grs,150323852,"(0, 0.0)"
1090,22,ss,150323852,"(0, 0.0)"
1091,22,ngc_cords,150323852,"(6, 0.006)"
1092,30,sgr,53687090,"(0, 0.0)"
1093,30,grs,53687090,"(0, 0.0)"
1094,30,ss,53687090,"(0, 0.0)"
1095,30,ngc_cords,53687090,"(0, 0.0)"
1096,30,sgr,676457334,"(0, 0.0)"
1097,30,grs,676457334,"(0, 0.0)"
1098,30,ss,676457334,"(0, 0.0)"
1099,30,ngc_cords,676457334,"(0, 0.0)"
1100,22,sgr,257698032,"(2, 0.002)"
1101,22,grs,257698032,"(0, 0.0)"
1102,22,ss,257698032,"(0, 0.0)"
1103,22,ngc_cords,257698032,"(85, 0.085)"
1104,30,sgr,697932170,"(0, 0.0)"
1105,30,grs,697932170,"(0, 0.0)"
1106,30,ss,697932170,"(0, 0.0)"
1107,30,ngc_cords,697932170,"(0, 0.0)"
1108,30,sgr,869730858,"(0, 0.0)"
1109,30,grs,869730858,"(0, 0.0)"
1110,30,ss,869730858,"(0, 0.0)"
1111,30,ngc_cords,869730858,"(0, 0.0)"
1112,30,sgr,923417948,"(0, 0.0)"
1113,30,grs,923417948,"(0, 0.0)"
1114,30,ss,923417948,"(0, 0.0)"
1115,30,ngc_cords,923417948,"(0, 0.0)"
1116,23,sgr,1041529546,"(44, 0.044)"
1117,23,grs,1041529546,"(14, 0.014)"
1118,23,ss,1041529546,"(0, 0.0)"
1119,23,ngc_cords,1041529546,"(0, 0.0)"
1120,22,sgr,901943112,"(3, 0.003)"
1121,22,grs,901943112,"(0, 0.0)"
1122,22,ss,901943112,"(0, 0.0)"
1123,22,ngc_cords,901943112,"(0, 0.0)"
1124,22,sgr,569083154,"(0, 0.0)"
1125,22,grs,569083154,"(0, 0.0)"
1126,22,ss,569083154,"(0, 0.0)"
1127,22,ngc_cords,569083154,"(0, 0.0)"
1128,30,sgr,483183810,"(0, 0.0)"
1129,30,grs,483183810,"(0, 0.0)"
1130,30,ss,483183810,"(0, 0.0)"
1131,30,ngc_cords,483183810,"(1, 0.001)"
1132,23,sgr,794568932,"(0, 0.0)"
1133,23,grs,794568932,"(0, 0.0)"
1134,23,ss,794568932,"(0, 0.0)"
1135,23,ngc_cords,794568932,"(0, 0.0)"
1136,23,sgr,182536106,"(0, 0.0)"
1137,23,grs,182536106,"(0, 0.0)"
1138,23,ss,182536106,"(0, 0.0)"
1139,23,ngc_cords,182536106,"(1, 0.001)"
1140,23,sgr,332859958,"(1, 0.001)"
1141,23,grs,332859958,"(0, 0.0)"
1142,23,ss,332859958,"(0, 0.0)"
1143,23,ngc_cords,332859958,"(12, 0.012)"
1144,22,sgr,891205694,"(0, 0.0)"
1145,22,grs,891205694,"(0, 0.0)"
1146,22,ss,891205694,"(0, 0.0)"
1147,22,ngc_cords,891205694,"(18, 0.018)"
1148,30,sgr,75161926,"(0, 0.0)"
1149,30,grs,75161926,"(0, 0.0)"
1150,30,ss,75161926,"(0, 0.0)"
1151,30,ngc_cords,75161926,"(5, 0.005005005005005005)"
1152,22,sgr,322122540,"(8, 0.008)"
1153,22,grs,322122540,"(0, 0.0)"
1154,22,ss,322122540,"(0, 0.0)"
1155,22,ngc_cords,322122540,"(0, 0.0)"
1156,30,sgr,848256022,"(0, 0.0)"
1157,30,grs,848256022,"(0, 0.0)"
1158,30,ss,848256022,"(0, 0.0)"
1159,30,ngc_cords,848256022,"(0, 0.0)"
1160,22,sgr,386547048,"(0, 0.0)"
1161,22,grs,386547048,"(0, 0.0)"
1162,22,ss,386547048,"(0, 0.0)"
1163,22,ngc_cords,386547048,"(5, 0.005)"
1164,22,sgr,279172868,"(0, 0.0)"
1165,22,grs,279172868,"(0, 0.0)"
1166,22,ss,279172868,"(0, 0.0)"
1167,22,ngc_cords,279172868,"(4, 0.004)"
1168,30,sgr,1030792128,"(0, 0.0)"
1169,30,grs,1030792128,"(0, 0.0)"
1170,30,ss,1030792128,"(0, 0.0)"
1171,30,ngc_cords,1030792128,"(0, 0.0)"
1172,23,sgr,96636762,"(0, 0.0)"
1173,23,grs,96636762,"(0, 0.0)"
1174,23,ss,96636762,"(0, 0.0)"
1175,23,ngc_cords,96636762,"(12, 0.012)"
1176,23,sgr,225485778,"(0, 0.0)"
1177,23,grs,225485778,"(0, 0.0)"
1178,23,ss,225485778,"(0, 0.0)"
1179,23,ngc_cords,225485778,"(163, 0.163)"
1180,30,sgr,934155366,"(0, 0.0)"
1181,30,grs,934155366,"(0, 0.0)"
1182,30,ss,934155366,"(0, 0.0)"
1183,30,ngc_cords,934155366,"(0, 0.0)"
1184,23,sgr,998579874,"(0, 0.0)"
1185,23,grs,998579874,"(4, 0.004)"
1186,23,ss,998579874,"(0, 0.0)"
